po_number,supplier,sku,qty_ordered,qty_received,unit_cost,order_date,expected_date,received_date,location,fill_rate
PO01626-1,SUP076,SKU01626,56,56,71.74,2026-05-10,2026-05-18,2026-05-18,ST040,1.0
PO01626-2,SUP076,SKU01626,56,56,71.74,2026-06-04,2026-06-12,2026-06-12,ST040,1.0
PO01626-3,SUP076,SKU01626,56,56,71.74,2026-06-29,2026-07-07,2026-07-07,ST040,1.0
PO01627-1,SUP079,SKU01627,224,224,91.56,2026-05-11,2026-05-20,2026-05-20,ST047,1.0
PO01627-2,SUP079,SKU01627,224,224,91.56,2026-06-05,2026-06-14,2026-06-14,ST047,1.0
PO01627-3,SUP079,SKU01627,224,224,91.56,2026-06-30,2026-07-09,2026-07-09,ST047,1.0
PO01628-1,SUP002,SKU01628,224,224,85.65,2026-05-12,2026-05-22,2026-05-22,ST002,1.0
PO01628-2,SUP002,SKU01628,224,224,85.65,2026-06-06,2026-06-16,2026-06-16,ST002,1.0
PO01628-3,SUP002,SKU01628,224,224,85.65,2026-07-01,2026-07-11,2026-07-11,ST002,1.0
PO01629-1,SUP005,SKU01629,378,378,118.42,2026-05-13,2026-05-20,2026-05-20,ST009,1.0
PO01629-2,SUP005,SKU01629,378,378,118.42,2026-06-07,2026-06-14,2026-06-14,ST009,1.0
PO01629-3,SUP005,SKU01629,378,378,118.42,2026-07-02,2026-07-09,2026-07-09,ST009,1.0
PO01630-1,SUP008,SKU01630,112,112,108.55,2026-05-14,2026-05-22,2026-05-22,ST016,1.0
PO01630-2,SUP008,SKU01630,112,112,108.55,2026-06-08,2026-06-16,2026-06-16,ST016,1.0
PO01630-3,SUP008,SKU01630,112,112,108.55,2026-07-03,2026-07-11,2026-07-11,ST016,1.0
PO01631-1,SUP011,SKU01631,280,280,21.13,2026-05-15,2026-05-24,2026-05-24,ST023,1.0
PO01631-2,SUP011,SKU01631,280,280,21.13,2026-06-09,2026-06-18,2026-06-18,ST023,1.0
PO01631-3,SUP011,SKU01631,280,280,21.13,2026-07-04,2026-07-13,2026-07-13,ST023,1.0
PO01632-1,SUP014,SKU01632,280,280,23.71,2026-05-09,2026-05-19,2026-05-19,ST030,1.0
PO01632-2,SUP014,SKU01632,280,280,23.71,2026-06-03,2026-06-13,2026-06-13,ST030,1.0
PO01632-3,SUP014,SKU01632,280,280,23.71,2026-06-28,2026-07-08,2026-07-08,ST030,1.0
PO01633-1,SUP017,SKU01633,434,434,40.56,2026-05-10,2026-05-17,2026-05-17,ST037,1.0
PO01633-2,SUP017,SKU01633,434,434,40.56,2026-06-04,2026-06-11,2026-06-11,ST037,1.0
PO01633-3,SUP017,SKU01633,434,434,40.56,2026-06-29,2026-07-06,2026-07-06,ST037,1.0
PO01634-1,SUP020,SKU01634,70,70,43.19,2026-05-11,2026-05-19,2026-05-19,ST044,1.0
PO01634-2,SUP020,SKU01634,70,70,43.19,2026-06-05,2026-06-13,2026-06-13,ST044,1.0
PO01634-3,SUP020,SKU01634,70,70,43.19,2026-06-30,2026-07-08,2026-07-08,ST044,1.0
PO01635-1,SUP023,SKU01635,336,336,71.22,2026-05-12,2026-05-21,2026-05-21,ST051,1.0
PO01635-2,SUP023,SKU01635,336,336,71.22,2026-06-06,2026-06-15,2026-06-15,ST051,1.0
PO01635-3,SUP023,SKU01635,336,336,71.22,2026-07-01,2026-07-10,2026-07-10,ST051,1.0
PO01636-1,SUP026,SKU01636,336,336,56.74,2026-05-13,2026-05-23,2026-05-23,ST006,1.0
PO01636-2,SUP026,SKU01636,336,336,56.74,2026-06-07,2026-06-17,2026-06-17,ST006,1.0
PO01636-3,SUP026,SKU01636,336,336,56.74,2026-07-02,2026-07-12,2026-07-12,ST006,1.0
PO01637-1,SUP029,SKU01637,490,490,80.63,2026-05-14,2026-05-21,2026-05-21,ST013,1.0
PO01637-2,SUP029,SKU01637,490,490,80.63,2026-06-08,2026-06-15,2026-06-15,ST013,1.0
PO01637-3,SUP029,SKU01637,490,490,80.63,2026-07-03,2026-07-10,2026-07-10,ST013,1.0
PO01638-1,SUP032,SKU01638,28,28,97.36,2026-05-15,2026-05-23,2026-05-23,ST020,1.0
PO01638-2,SUP032,SKU01638,28,28,97.36,2026-06-09,2026-06-17,2026-06-17,ST020,1.0
PO01638-3,SUP032,SKU01638,28,28,97.36,2026-07-04,2026-07-12,2026-07-12,ST020,1.0
PO01639-1,SUP035,SKU01639,392,392,98.54,2026-05-09,2026-05-18,2026-05-18,ST027,1.0
PO01639-2,SUP035,SKU01639,392,392,98.54,2026-06-03,2026-06-12,2026-06-12,ST027,1.0
PO01639-3,SUP035,SKU01639,392,392,98.54,2026-06-28,2026-07-07,2026-07-07,ST027,1.0
PO01640-1,SUP038,SKU01640,112,112,123.94,2026-05-10,2026-05-20,2026-05-20,ST034,1.0
PO01640-2,SUP038,SKU01640,112,112,123.94,2026-06-04,2026-06-14,2026-06-14,ST034,1.0
PO01640-3,SUP038,SKU01640,112,112,123.94,2026-06-29,2026-07-09,2026-07-09,ST034,1.0
PO01641-1,SUP041,SKU01641,546,546,137.97,2026-05-11,2026-05-18,2026-05-18,ST041,1.0
PO01641-2,SUP041,SKU01641,546,546,137.97,2026-06-05,2026-06-12,2026-06-12,ST041,1.0
PO01641-3,SUP041,SKU01641,546,546,137.97,2026-06-30,2026-07-07,2026-07-07,ST041,1.0
PO01642-1,SUP044,SKU01642,84,84,20.84,2026-05-12,2026-05-20,2026-05-20,ST048,1.0
PO01642-2,SUP044,SKU01642,84,84,20.84,2026-06-06,2026-06-14,2026-06-14,ST048,1.0
PO01642-3,SUP044,SKU01642,84,84,20.84,2026-07-01,2026-07-09,2026-07-09,ST048,1.0
PO01643-1,SUP047,SKU01643,448,448,32.87,2026-05-13,2026-05-22,2026-05-22,ST003,1.0
PO01643-2,SUP047,SKU01643,448,448,32.87,2026-06-07,2026-06-16,2026-06-16,ST003,1.0
PO01643-3,SUP047,SKU01643,448,448,32.87,2026-07-02,2026-07-11,2026-07-11,ST003,1.0
PO01644-1,SUP050,SKU01644,168,168,31.54,2026-05-14,2026-05-24,2026-05-24,ST010,1.0
PO01644-2,SUP050,SKU01644,168,168,31.54,2026-06-08,2026-06-18,2026-06-18,ST010,1.0
PO01644-3,SUP050,SKU01644,168,168,31.54,2026-07-03,2026-07-13,2026-07-13,ST010,1.0
PO01645-1,SUP053,SKU01645,602,602,49.54,2026-05-15,2026-05-22,2026-05-22,ST017,1.0
PO01645-2,SUP053,SKU01645,602,602,49.54,2026-06-09,2026-06-16,2026-06-16,ST017,1.0
PO01645-3,SUP053,SKU01645,602,602,49.54,2026-07-04,2026-07-11,2026-07-11,ST017,1.0
PO01646-1,SUP056,SKU01646,42,42,69.6,2026-05-09,2026-05-17,2026-05-17,ST024,1.0
PO01646-2,SUP056,SKU01646,42,42,69.6,2026-06-03,2026-06-11,2026-06-11,ST024,1.0
PO01646-3,SUP056,SKU01646,42,42,69.6,2026-06-28,2026-07-06,2026-07-06,ST024,1.0
PO01647-1,SUP059,SKU01647,504,504,72.96,2026-05-10,2026-05-19,2026-05-19,ST031,1.0
PO01647-2,SUP059,SKU01647,504,504,72.96,2026-06-04,2026-06-13,2026-06-13,ST031,1.0
PO01647-3,SUP059,SKU01647,504,504,72.96,2026-06-29,2026-07-08,2026-07-08,ST031,1.0
PO01648-1,SUP062,SKU01648,224,224,83.45,2026-05-11,2026-05-21,2026-05-21,ST038,1.0
PO01648-2,SUP062,SKU01648,224,224,83.45,2026-06-05,2026-06-15,2026-06-15,ST038,1.0
PO01648-3,SUP062,SKU01648,224,224,83.45,2026-06-30,2026-07-10,2026-07-10,ST038,1.0
PO01649-1,SUP065,SKU01649,658,658,90.34,2026-05-12,2026-05-19,2026-05-19,ST045,1.0
PO01649-2,SUP065,SKU01649,658,658,90.34,2026-06-06,2026-06-13,2026-06-13,ST045,1.0
PO01649-3,SUP065,SKU01649,658,658,90.34,2026-07-01,2026-07-08,2026-07-08,ST045,1.0
PO01650-1,SUP068,SKU01650,98,98,112.86,2026-05-13,2026-05-21,2026-05-21,ST052,1.0
PO01650-2,SUP068,SKU01650,98,98,112.86,2026-06-07,2026-06-15,2026-06-15,ST052,1.0
PO01650-3,SUP068,SKU01650,98,98,112.86,2026-07-02,2026-07-10,2026-07-10,ST052,1.0
PO01651-1,SUP071,SKU01651,210,210,100.45,2026-05-14,2026-05-23,2026-05-23,ST007,1.0
PO01651-2,SUP071,SKU01651,210,210,100.45,2026-06-08,2026-06-17,2026-06-17,ST007,1.0
PO01651-3,SUP071,SKU01651,210,210,100.45,2026-07-03,2026-07-12,2026-07-12,ST007,1.0
PO01652-1,SUP074,SKU01652,280,280,6.52,2026-05-15,2026-05-25,2026-05-25,ST014,1.0
PO01652-2,SUP074,SKU01652,280,280,6.52,2026-06-09,2026-06-19,2026-06-19,ST014,1.0
PO01652-3,SUP074,SKU01652,280,280,6.52,2026-07-04,2026-07-14,2026-07-14,ST014,1.0
PO01653-1,SUP077,SKU01653,294,294,25.83,2026-05-09,2026-05-16,2026-05-16,ST021,1.0
PO01653-2,SUP077,SKU01653,294,294,25.83,2026-06-03,2026-06-10,2026-06-10,ST021,1.0
PO01653-3,SUP077,SKU01653,294,294,25.83,2026-06-28,2026-07-05,2026-07-05,ST021,1.0
PO01654-1,SUP080,SKU01654,56,56,27.76,2026-05-10,2026-05-18,2026-05-18,ST028,1.0
PO01654-2,SUP080,SKU01654,56,56,27.76,2026-06-04,2026-06-12,2026-06-12,ST028,1.0
PO01654-3,SUP080,SKU01654,56,56,27.76,2026-06-29,2026-07-07,2026-07-07,ST028,1.0
PO01655-1,SUP003,SKU01655,266,266,50.02,2026-05-11,2026-05-20,2026-05-20,ST035,1.0
PO01655-2,SUP003,SKU01655,266,266,50.02,2026-06-05,2026-06-14,2026-06-14,ST035,1.0
PO01655-3,SUP003,SKU01655,266,266,50.02,2026-06-30,2026-07-09,2026-07-09,ST035,1.0
PO01656-1,SUP006,SKU01656,336,336,64.26,2026-05-12,2026-05-22,2026-05-22,ST042,1.0
PO01656-2,SUP006,SKU01656,336,336,64.26,2026-06-06,2026-06-16,2026-06-16,ST042,1.0
PO01656-3,SUP006,SKU01656,336,336,64.26,2026-07-01,2026-07-11,2026-07-11,ST042,1.0
PO01657-1,SUP009,SKU01657,350,350,69.76,2026-05-13,2026-05-20,2026-05-20,ST049,1.0
PO01657-2,SUP009,SKU01657,350,350,69.76,2026-06-07,2026-06-14,2026-06-14,ST049,1.0
PO01657-3,SUP009,SKU01657,350,350,69.76,2026-07-02,2026-07-09,2026-07-09,ST049,1.0
PO01658-1,SUP012,SKU01658,112,112,69.22,2026-05-14,2026-05-22,2026-05-22,ST004,1.0
PO01658-2,SUP012,SKU01658,112,112,69.22,2026-06-08,2026-06-16,2026-06-16,ST004,1.0
PO01658-3,SUP012,SKU01658,112,112,69.22,2026-07-03,2026-07-11,2026-07-11,ST004,1.0
PO01659-1,SUP015,SKU01659,322,322,76.11,2026-05-15,2026-05-24,2026-05-24,ST011,1.0
PO01659-2,SUP015,SKU01659,322,322,76.11,2026-06-09,2026-06-18,2026-06-18,ST011,1.0
PO01659-3,SUP015,SKU01659,322,322,76.11,2026-07-04,2026-07-13,2026-07-13,ST011,1.0
PO01660-1,SUP018,SKU01660,112,112,95.7,2026-05-09,2026-05-19,2026-05-19,ST018,1.0
PO01660-2,SUP018,SKU01660,112,112,95.7,2026-06-03,2026-06-13,2026-06-13,ST018,1.0
PO01660-3,SUP018,SKU01660,112,112,95.7,2026-06-28,2026-07-08,2026-07-08,ST018,1.0
PO01661-1,SUP021,SKU01661,406,406,107.23,2026-05-10,2026-05-17,2026-05-17,ST025,1.0
PO01661-2,SUP021,SKU01661,406,406,107.23,2026-06-04,2026-06-11,2026-06-11,ST025,1.0
PO01661-3,SUP021,SKU01661,406,406,107.23,2026-06-29,2026-07-06,2026-07-06,ST025,1.0
PO01662-1,SUP024,SKU01662,70,70,133.84,2026-05-11,2026-05-19,2026-05-19,ST032,1.0
PO01662-2,SUP024,SKU01662,70,70,133.84,2026-06-05,2026-06-13,2026-06-13,ST032,1.0
PO01662-3,SUP024,SKU01662,70,70,133.84,2026-06-30,2026-07-08,2026-07-08,ST032,1.0
PO01663-1,SUP027,SKU01663,378,378,12.34,2026-05-12,2026-05-21,2026-05-21,ST039,1.0
PO01663-2,SUP027,SKU01663,378,378,12.34,2026-06-06,2026-06-15,2026-06-15,ST039,1.0
PO01663-3,SUP027,SKU01663,378,378,12.34,2026-07-01,2026-07-10,2026-07-10,ST039,1.0
PO01664-1,SUP030,SKU01664,168,168,34.21,2026-05-13,2026-05-23,2026-05-23,ST046,1.0
PO01664-2,SUP030,SKU01664,168,168,34.21,2026-06-07,2026-06-17,2026-06-17,ST046,1.0
PO01664-3,SUP030,SKU01664,168,168,34.21,2026-07-02,2026-07-12,2026-07-12,ST046,1.0
PO01665-1,SUP033,SKU01665,462,462,52.58,2026-05-14,2026-05-21,2026-05-21,ST001,1.0
PO01665-2,SUP033,SKU01665,462,462,52.58,2026-06-08,2026-06-15,2026-06-15,ST001,1.0
PO01665-3,SUP033,SKU01665,462,462,52.58,2026-07-03,2026-07-10,2026-07-10,ST001,1.0
PO01666-1,SUP036,SKU01666,28,28,48.69,2026-05-15,2026-05-23,2026-05-23,ST008,1.0
PO01666-2,SUP036,SKU01666,28,28,48.69,2026-06-09,2026-06-17,2026-06-17,ST008,1.0
PO01666-3,SUP036,SKU01666,28,28,48.69,2026-07-04,2026-07-12,2026-07-12,ST008,1.0
PO01667-1,SUP039,SKU01667,434,434,64.97,2026-05-09,2026-05-18,2026-05-18,ST015,1.0
PO01667-2,SUP039,SKU01667,434,434,64.97,2026-06-03,2026-06-12,2026-06-12,ST015,1.0
PO01667-3,SUP039,SKU01667,434,434,64.97,2026-06-28,2026-07-07,2026-07-07,ST015,1.0
PO01668-1,SUP042,SKU01668,224,224,74.49,2026-05-10,2026-05-20,2026-05-20,ST022,1.0
PO01668-2,SUP042,SKU01668,224,224,74.49,2026-06-04,2026-06-14,2026-06-14,ST022,1.0
PO01668-3,SUP042,SKU01668,224,224,74.49,2026-06-29,2026-07-09,2026-07-09,ST022,1.0
PO01669-1,SUP045,SKU01669,518,518,75.02,2026-05-11,2026-05-18,2026-05-18,ST029,1.0
PO01669-2,SUP045,SKU01669,518,518,75.02,2026-06-05,2026-06-12,2026-06-12,ST029,1.0
PO01669-3,SUP045,SKU01669,518,518,75.02,2026-06-30,2026-07-07,2026-07-07,ST029,1.0
PO01670-1,SUP048,SKU01670,84,84,114.87,2026-05-12,2026-05-20,2026-05-20,ST036,1.0
PO01670-2,SUP048,SKU01670,84,84,114.87,2026-06-06,2026-06-14,2026-06-14,ST036,1.0
PO01670-3,SUP048,SKU01670,84,84,114.87,2026-07-01,2026-07-09,2026-07-09,ST036,1.0
PO01671-1,SUP051,SKU01671,490,490,105.11,2026-05-13,2026-05-22,2026-05-22,ST043,1.0
PO01671-2,SUP051,SKU01671,490,490,105.11,2026-06-07,2026-06-16,2026-06-16,ST043,1.0
PO01671-3,SUP051,SKU01671,490,490,105.11,2026-07-02,2026-07-11,2026-07-11,ST043,1.0
PO01672-1,SUP054,SKU01672,280,280,135.74,2026-05-14,2026-05-24,2026-05-24,ST050,1.0
PO01672-2,SUP054,SKU01672,280,280,135.74,2026-06-08,2026-06-18,2026-06-18,ST050,1.0
PO01672-3,SUP054,SKU01672,280,280,135.74,2026-07-03,2026-07-13,2026-07-13,ST050,1.0
PO01673-1,SUP057,SKU01673,574,574,8.32,2026-05-15,2026-05-22,2026-05-22,ST005,1.0
PO01673-2,SUP057,SKU01673,574,574,8.32,2026-06-09,2026-06-16,2026-06-16,ST005,1.0
PO01673-3,SUP057,SKU01673,574,574,8.32,2026-07-04,2026-07-11,2026-07-11,ST005,1.0
PO01674-1,SUP060,SKU01674,42,42,19.2,2026-05-09,2026-05-17,2026-05-17,ST012,1.0
PO01674-2,SUP060,SKU01674,42,42,19.2,2026-06-03,2026-06-11,2026-06-11,ST012,1.0
PO01674-3,SUP060,SKU01674,42,42,19.2,2026-06-28,2026-07-06,2026-07-06,ST012,1.0
PO01675-1,SUP063,SKU01675,196,196,32.66,2026-05-10,2026-05-19,2026-05-19,ST019,1.0
PO01675-2,SUP063,SKU01675,196,196,32.66,2026-06-04,2026-06-13,2026-06-13,ST019,1.0
PO01675-3,SUP063,SKU01675,196,196,32.66,2026-06-29,2026-07-08,2026-07-08,ST019,1.0
PO01676-1,SUP066,SKU01676,336,336,41.3,2026-05-11,2026-05-21,2026-05-21,ST026,1.0
PO01676-2,SUP066,SKU01676,336,336,41.3,2026-06-05,2026-06-15,2026-06-15,ST026,1.0
PO01676-3,SUP066,SKU01676,336,336,41.3,2026-06-30,2026-07-10,2026-07-10,ST026,1.0
PO01677-1,SUP069,SKU01677,630,630,54.5,2026-05-12,2026-05-19,2026-05-19,ST033,1.0
PO01677-2,SUP069,SKU01677,630,630,54.5,2026-06-06,2026-06-13,2026-06-13,ST033,1.0
PO01677-3,SUP069,SKU01677,630,630,54.5,2026-07-01,2026-07-08,2026-07-08,ST033,1.0
PO01678-1,SUP072,SKU01678,98,98,56.96,2026-05-13,2026-05-21,2026-05-21,ST040,1.0
PO01678-2,SUP072,SKU01678,98,98,56.96,2026-06-07,2026-06-15,2026-06-15,ST040,1.0
PO01678-3,SUP072,SKU01678,98,98,56.96,2026-07-02,2026-07-10,2026-07-10,ST040,1.0
PO01679-1,SUP075,SKU01679,252,252,71.32,2026-05-14,2026-05-23,2026-05-23,ST047,1.0
PO01679-2,SUP075,SKU01679,252,252,71.32,2026-06-08,2026-06-17,2026-06-17,ST047,1.0
PO01679-3,SUP075,SKU01679,252,252,71.32,2026-07-03,2026-07-12,2026-07-12,ST047,1.0
PO01680-1,SUP078,SKU01680,112,112,104.37,2026-05-15,2026-05-25,2026-05-25,ST002,1.0
PO01680-2,SUP078,SKU01680,112,112,104.37,2026-06-09,2026-06-19,2026-06-19,ST002,1.0
PO01680-3,SUP078,SKU01680,112,112,104.37,2026-07-04,2026-07-14,2026-07-14,ST002,1.0
PO01681-1,SUP001,SKU01681,266,266,104.58,2026-05-09,2026-05-16,2026-05-16,ST009,1.0
PO01681-2,SUP001,SKU01681,266,266,104.58,2026-06-03,2026-06-10,2026-06-10,ST009,1.0
PO01681-3,SUP001,SKU01681,266,266,104.58,2026-06-28,2026-07-05,2026-07-05,ST009,1.0
PO01682-1,SUP004,SKU01682,56,56,105.81,2026-05-10,2026-05-18,2026-05-18,ST016,1.0
PO01682-2,SUP004,SKU01682,56,56,105.81,2026-06-04,2026-06-12,2026-06-12,ST016,1.0
PO01682-3,SUP004,SKU01682,56,56,105.81,2026-06-29,2026-07-07,2026-07-07,ST016,1.0
PO01683-1,SUP007,SKU01683,308,308,132.11,2026-05-11,2026-05-20,2026-05-20,ST023,1.0
PO01683-2,SUP007,SKU01683,308,308,132.11,2026-06-05,2026-06-14,2026-06-14,ST023,1.0
PO01683-3,SUP007,SKU01683,308,308,132.11,2026-06-30,2026-07-09,2026-07-09,ST023,1.0
PO01684-1,SUP010,SKU01684,168,168,12.89,2026-05-12,2026-05-22,2026-05-22,ST030,1.0
PO01684-2,SUP010,SKU01684,168,168,12.89,2026-06-06,2026-06-16,2026-06-16,ST030,1.0
PO01684-3,SUP010,SKU01684,168,168,12.89,2026-07-01,2026-07-11,2026-07-11,ST030,1.0
PO01685-1,SUP013,SKU01685,322,322,23.75,2026-05-13,2026-05-20,2026-05-20,ST037,1.0
PO01685-2,SUP013,SKU01685,322,322,23.75,2026-06-07,2026-06-14,2026-06-14,ST037,1.0
PO01685-3,SUP013,SKU01685,322,322,23.75,2026-07-02,2026-07-09,2026-07-09,ST037,1.0
PO01686-1,SUP016,SKU01686,112,112,46.76,2026-05-14,2026-05-22,2026-05-22,ST044,1.0
PO01686-2,SUP016,SKU01686,112,112,46.76,2026-06-08,2026-06-16,2026-06-16,ST044,1.0
PO01686-3,SUP016,SKU01686,112,112,46.76,2026-07-03,2026-07-11,2026-07-11,ST044,1.0
PO01687-1,SUP019,SKU01687,364,364,50.63,2026-05-15,2026-05-24,2026-05-24,ST051,1.0
PO01687-2,SUP019,SKU01687,364,364,50.63,2026-06-09,2026-06-18,2026-06-18,ST051,1.0
PO01687-3,SUP019,SKU01687,364,364,50.63,2026-07-04,2026-07-13,2026-07-13,ST051,1.0
PO01688-1,SUP022,SKU01688,224,224,69.18,2026-05-09,2026-05-19,2026-05-19,ST006,1.0
PO01688-2,SUP022,SKU01688,224,224,69.18,2026-06-03,2026-06-13,2026-06-13,ST006,1.0
PO01688-3,SUP022,SKU01688,224,224,69.18,2026-06-28,2026-07-08,2026-07-08,ST006,1.0
PO01689-1,SUP025,SKU01689,378,378,69.35,2026-05-10,2026-05-17,2026-05-17,ST013,1.0
PO01689-2,SUP025,SKU01689,378,378,69.35,2026-06-04,2026-06-11,2026-06-11,ST013,1.0
PO01689-3,SUP025,SKU01689,378,378,69.35,2026-06-29,2026-07-06,2026-07-06,ST013,1.0
PO01690-1,SUP028,SKU01690,70,70,94.9,2026-05-11,2026-05-19,2026-05-19,ST020,1.0
PO01690-2,SUP028,SKU01690,70,70,94.9,2026-06-05,2026-06-13,2026-06-13,ST020,1.0
PO01690-3,SUP028,SKU01690,70,70,94.9,2026-06-30,2026-07-08,2026-07-08,ST020,1.0
PO01691-1,SUP031,SKU01691,420,420,76.51,2026-05-12,2026-05-21,2026-05-21,ST027,1.0
PO01691-2,SUP031,SKU01691,420,420,76.51,2026-06-06,2026-06-15,2026-06-15,ST027,1.0
PO01691-3,SUP031,SKU01691,420,420,76.51,2026-07-01,2026-07-10,2026-07-10,ST027,1.0
PO01692-1,SUP034,SKU01692,280,280,95.5,2026-05-13,2026-05-23,2026-05-23,ST034,1.0
PO01692-2,SUP034,SKU01692,280,280,95.5,2026-06-07,2026-06-17,2026-06-17,ST034,1.0
PO01692-3,SUP034,SKU01692,280,280,95.5,2026-07-02,2026-07-12,2026-07-12,ST034,1.0
PO01693-1,SUP037,SKU01693,434,434,110.35,2026-05-14,2026-05-21,2026-05-21,ST041,1.0
PO01693-2,SUP037,SKU01693,434,434,110.35,2026-06-08,2026-06-15,2026-06-15,ST041,1.0
PO01693-3,SUP037,SKU01693,434,434,110.35,2026-07-03,2026-07-10,2026-07-10,ST041,1.0
PO01694-1,SUP040,SKU01694,28,28,134.59,2026-05-15,2026-05-23,2026-05-23,ST048,1.0
PO01694-2,SUP040,SKU01694,28,28,134.59,2026-06-09,2026-06-17,2026-06-17,ST048,1.0
PO01694-3,SUP040,SKU01694,28,28,134.59,2026-07-04,2026-07-12,2026-07-12,ST048,1.0
PO01695-1,SUP043,SKU01695,476,476,24.3,2026-05-09,2026-05-18,2026-05-18,ST003,1.0
PO01695-2,SUP043,SKU01695,476,476,24.3,2026-06-03,2026-06-12,2026-06-12,ST003,1.0
PO01695-3,SUP043,SKU01695,476,476,24.3,2026-06-28,2026-07-07,2026-07-07,ST003,1.0
PO01696-1,SUP046,SKU01696,336,336,30.36,2026-05-10,2026-05-20,2026-05-20,ST010,1.0
PO01696-2,SUP046,SKU01696,336,336,30.36,2026-06-04,2026-06-14,2026-06-14,ST010,1.0
PO01696-3,SUP046,SKU01696,336,336,30.36,2026-06-29,2026-07-09,2026-07-09,ST010,1.0
PO01697-1,SUP049,SKU01697,490,490,51.35,2026-05-11,2026-05-18,2026-05-18,ST017,1.0
PO01697-2,SUP049,SKU01697,490,490,51.35,2026-06-05,2026-06-12,2026-06-12,ST017,1.0
PO01697-3,SUP049,SKU01697,490,490,51.35,2026-06-30,2026-07-07,2026-07-07,ST017,1.0
PO01698-1,SUP052,SKU01698,84,84,49.85,2026-05-12,2026-05-20,2026-05-20,ST024,1.0
PO01698-2,SUP052,SKU01698,84,84,49.85,2026-06-06,2026-06-14,2026-06-14,ST024,1.0
PO01698-3,SUP052,SKU01698,84,84,49.85,2026-07-01,2026-07-09,2026-07-09,ST024,1.0
PO01699-1,SUP055,SKU01699,532,532,79.21,2026-05-13,2026-05-22,2026-05-22,ST031,1.0
PO01699-2,SUP055,SKU01699,532,532,79.21,2026-06-07,2026-06-16,2026-06-16,ST031,1.0
PO01699-3,SUP055,SKU01699,532,532,79.21,2026-07-02,2026-07-11,2026-07-11,ST031,1.0
PO01700-1,SUP058,SKU01700,112,112,76.43,2026-05-14,2026-05-24,2026-05-24,ST038,1.0
PO01700-2,SUP058,SKU01700,112,112,76.43,2026-06-08,2026-06-18,2026-06-18,ST038,1.0
PO01700-3,SUP058,SKU01700,112,112,76.43,2026-07-03,2026-07-13,2026-07-13,ST038,1.0
PO01701-1,SUP061,SKU01701,546,546,90.65,2026-05-15,2026-05-22,2026-05-22,ST045,1.0
PO01701-2,SUP061,SKU01701,546,546,90.65,2026-06-09,2026-06-16,2026-06-16,ST045,1.0
PO01701-3,SUP061,SKU01701,546,546,90.65,2026-07-04,2026-07-11,2026-07-11,ST045,1.0
PO01702-1,SUP064,SKU01702,42,42,110.91,2026-05-09,2026-05-17,2026-05-17,ST052,1.0
PO01702-2,SUP064,SKU01702,42,42,110.91,2026-06-03,2026-06-11,2026-06-11,ST052,1.0
PO01702-3,SUP064,SKU01702,42,42,110.91,2026-06-28,2026-07-06,2026-07-06,ST052,1.0
PO01703-1,SUP067,SKU01703,238,238,103.04,2026-05-10,2026-05-19,2026-05-19,ST007,1.0
PO01703-2,SUP067,SKU01703,238,238,103.04,2026-06-04,2026-06-13,2026-06-13,ST007,1.0
PO01703-3,SUP067,SKU01703,238,238,103.04,2026-06-29,2026-07-08,2026-07-08,ST007,1.0
PO01704-1,SUP070,SKU01704,168,168,127.97,2026-05-11,2026-05-21,2026-05-21,ST014,1.0
PO01704-2,SUP070,SKU01704,168,168,127.97,2026-06-05,2026-06-15,2026-06-15,ST014,1.0
PO01704-3,SUP070,SKU01704,168,168,127.97,2026-06-30,2026-07-10,2026-07-10,ST014,1.0
PO01705-1,SUP073,SKU01705,602,602,12.78,2026-05-12,2026-05-19,2026-05-19,ST021,1.0
PO01705-2,SUP073,SKU01705,602,602,12.78,2026-06-06,2026-06-13,2026-06-13,ST021,1.0
PO01705-3,SUP073,SKU01705,602,602,12.78,2026-07-01,2026-07-08,2026-07-08,ST021,1.0
PO01706-1,SUP076,SKU01706,98,98,19.27,2026-05-13,2026-05-21,2026-05-21,ST028,1.0
PO01706-2,SUP076,SKU01706,98,98,19.27,2026-06-07,2026-06-15,2026-06-15,ST028,1.0
PO01706-3,SUP076,SKU01706,98,98,19.27,2026-07-02,2026-07-10,2026-07-10,ST028,1.0
PO01707-1,SUP079,SKU01707,294,294,32.17,2026-05-14,2026-05-23,2026-05-23,ST035,1.0
PO01707-2,SUP079,SKU01707,294,294,32.17,2026-06-08,2026-06-17,2026-06-17,ST035,1.0
PO01707-3,SUP079,SKU01707,294,294,32.17,2026-07-03,2026-07-12,2026-07-12,ST035,1.0
PO01708-1,SUP002,SKU01708,224,224,38.61,2026-05-15,2026-05-25,2026-05-25,ST042,1.0
PO01708-2,SUP002,SKU01708,224,224,38.61,2026-06-09,2026-06-19,2026-06-19,ST042,1.0
PO01708-3,SUP002,SKU01708,224,224,38.61,2026-07-04,2026-07-14,2026-07-14,ST042,1.0
PO01709-1,SUP005,SKU01709,658,658,59.78,2026-05-09,2026-05-16,2026-05-16,ST049,1.0
PO01709-2,SUP005,SKU01709,658,658,59.78,2026-06-03,2026-06-10,2026-06-10,ST049,1.0
PO01709-3,SUP005,SKU01709,658,658,59.78,2026-06-28,2026-07-05,2026-07-05,ST049,1.0
PO01710-1,SUP008,SKU01710,56,56,62.95,2026-05-10,2026-05-18,2026-05-18,ST004,1.0
