sku,name,category,unit_cost,selling_price
SKU01310,Midan Pharmacy Product 1310,Pharmacy,107.37,194.05
SKU01311,Midan Beverages Product 1311,Beverages,118.48,214.98
SKU01312,Midan Dairy Product 1312,Dairy,122.39,242.6
SKU01313,Midan Snacks Product 1313,Snacks,4.58,9.4
SKU01314,Midan Grocery Product 1314,Grocery,20.87,43.56
SKU01315,Midan Personal Care Product 1315,Personal Care,33.06,56.59
SKU01316,Midan Frozen Product 1316,Frozen,44.64,87.67
SKU01317,Midan Household Product 1317,Household,54.55,103.95
SKU01318,Midan Baby Product 1318,Baby,69.14,110.77
SKU01319,Midan Fresh Product 1319,Fresh,73.55,133.71
SKU01320,Midan Pharmacy Product 1320,Pharmacy,76.36,190.1
SKU01321,Midan Beverages Product 1321,Beverages,86.61,177.17
SKU01322,Midan Dairy Product 1322,Dairy,121.86,245.99
SKU01323,Midan Snacks Product 1323,Snacks,125.48,249.88
SKU01324,Midan Grocery Product 1324,Grocery,10.07,23.79
SKU01325,Midan Personal Care Product 1325,Personal Care,36.62,60.74
SKU01326,Midan Frozen Product 1326,Frozen,43.09,92.29
SKU01327,Midan Household Product 1327,Household,47.0,113.09
SKU01328,Midan Baby Product 1328,Baby,61.12,111.46
SKU01329,Midan Fresh Product 1329,Fresh,72.75,134.18
SKU01330,Midan Pharmacy Product 1330,Pharmacy,69.98,152.73
SKU01331,Midan Beverages Product 1331,Beverages,98.69,197.88
SKU01332,Midan Dairy Product 1332,Dairy,86.39,204.75
SKU01333,Midan Snacks Product 1333,Snacks,99.1,260.62
SKU01334,Midan Grocery Product 1334,Grocery,110.83,260.91
SKU01335,Midan Personal Care Product 1335,Personal Care,14.88,32.12
SKU01336,Midan Frozen Product 1336,Frozen,39.28,76.61
SKU01337,Midan Household Product 1337,Household,40.3,75.88
SKU01338,Midan Baby Product 1338,Baby,48.58,119.03
SKU01339,Midan Fresh Product 1339,Fresh,65.55,143.7
SKU01340,Midan Pharmacy Product 1340,Pharmacy,86.17,170.85
SKU01341,Midan Beverages Product 1341,Beverages,71.41,166.79
SKU01342,Midan Dairy Product 1342,Dairy,106.64,183.28
SKU01343,Midan Snacks Product 1343,Snacks,111.11,215.66
SKU01344,Midan Grocery Product 1344,Grocery,136.2,259.51
SKU01345,Midan Personal Care Product 1345,Personal Care,6.27,16.16
SKU01346,Midan Frozen Product 1346,Frozen,24.76,52.25
SKU01347,Midan Household Product 1347,Household,32.26,58.72
SKU01348,Midan Baby Product 1348,Baby,49.92,101.41
SKU01349,Midan Fresh Product 1349,Fresh,58.3,120.41
SKU01350,Midan Pharmacy Product 1350,Pharmacy,74.68,138.92
SKU01351,Midan Beverages Product 1351,Beverages,80.23,150.83
SKU01352,Midan Dairy Product 1352,Dairy,84.39,193.29
SKU01353,Midan Snacks Product 1353,Snacks,119.25,227.43
SKU01354,Midan Grocery Product 1354,Grocery,115.5,254.6
SKU01355,Midan Personal Care Product 1355,Personal Care,109.22,242.05
SKU01356,Midan Frozen Product 1356,Frozen,15.41,32.74
SKU01357,Midan Household Product 1357,Household,27.67,72.45
SKU01358,Midan Baby Product 1358,Baby,28.61,61.82
SKU01359,Midan Fresh Product 1359,Fresh,55.6,102.94
SKU01360,Midan Pharmacy Product 1360,Pharmacy,50.27,105.59
SKU01361,Midan Beverages Product 1361,Beverages,84.39,152.95
SKU01362,Midan Dairy Product 1362,Dairy,91.65,179.92
SKU01363,Midan Snacks Product 1363,Snacks,113.69,218.08
SKU01364,Midan Grocery Product 1364,Grocery,95.89,228.8
SKU01365,Midan Personal Care Product 1365,Personal Care,113.97,220.7
SKU01366,Midan Frozen Product 1366,Frozen,12.03,22.77
SKU01367,Midan Household Product 1367,Household,14.73,33.48
SKU01368,Midan Baby Product 1368,Baby,23.45,61.97
SKU01369,Midan Fresh Product 1369,Fresh,45.82,96.27
SKU01370,Midan Pharmacy Product 1370,Pharmacy,57.35,124.52
SKU01371,Midan Beverages Product 1371,Beverages,52.72,118.72
SKU01372,Midan Dairy Product 1372,Dairy,94.75,163.08
SKU01373,Midan Snacks Product 1373,Snacks,88.52,202.61
SKU01374,Midan Grocery Product 1374,Grocery,111.44,203.18
SKU01375,Midan Personal Care Product 1375,Personal Care,105.7,200.25
SKU01376,Midan Frozen Product 1376,Frozen,109.61,271.57
SKU01377,Midan Household Product 1377,Household,22.38,43.71
SKU01378,Midan Baby Product 1378,Baby,31.56,66.47
SKU01379,Midan Fresh Product 1379,Fresh,45.07,97.15
SKU01380,Midan Pharmacy Product 1380,Pharmacy,61.03,106.83
SKU01381,Midan Beverages Product 1381,Beverages,61.79,107.36
SKU01382,Midan Dairy Product 1382,Dairy,56.74,141.91
SKU01383,Midan Snacks Product 1383,Snacks,95.18,170.63
SKU01384,Midan Grocery Product 1384,Grocery,106.46,189.64
SKU01385,Midan Personal Care Product 1385,Personal Care,110.61,189.75
SKU01386,Midan Frozen Product 1386,Frozen,118.33,249.07
SKU01387,Midan Household Product 1387,Household,141.01,250.27
SKU01388,Midan Baby Product 1388,Baby,20.46,34.64
SKU01389,Midan Fresh Product 1389,Fresh,39.56,84.84
SKU01390,Midan Pharmacy Product 1390,Pharmacy,38.13,92.91
SKU01391,Midan Beverages Product 1391,Beverages,52.85,111.01
SKU01392,Midan Dairy Product 1392,Dairy,64.37,115.1
SKU01393,Midan Snacks Product 1393,Snacks,81.59,153.2
SKU01394,Midan Grocery Product 1394,Grocery,93.5,197.87
SKU01395,Midan Personal Care Product 1395,Personal Care,83.86,203.54
SKU01396,Midan Frozen Product 1396,Frozen,111.7,260.12
SKU01397,Midan Household Product 1397,Household,143.17,259.98
SKU01398,Midan Baby Product 1398,Baby,22.58,38.11
SKU01399,Midan Fresh Product 1399,Fresh,21.46,37.73
SKU01400,Midan Pharmacy Product 1400,Pharmacy,39.59,82.79
SKU01401,Midan Beverages Product 1401,Beverages,45.51,101.88
SKU01402,Midan Dairy Product 1402,Dairy,63.13,117.23
SKU01403,Midan Snacks Product 1403,Snacks,73.83,123.41
SKU01404,Midan Grocery Product 1404,Grocery,79.45,151.13
SKU01405,Midan Personal Care Product 1405,Personal Care,86.13,195.36
SKU01406,Midan Frozen Product 1406,Frozen,99.25,212.07
SKU01407,Midan Household Product 1407,Household,113.21,214.25
SKU01408,Midan Baby Product 1408,Baby,123.32,290.26
SKU01409,Midan Fresh Product 1409,Fresh,13.36,27.75
SKU01410,Midan Pharmacy Product 1410,Pharmacy,27.43,55.4
SKU01411,Midan Beverages Product 1411,Beverages,34.08,75.57
SKU01412,Midan Dairy Product 1412,Dairy,44.13,116.07
SKU01413,Midan Snacks Product 1413,Snacks,64.7,109.58
SKU01414,Midan Grocery Product 1414,Grocery,87.24,167.34
SKU01415,Midan Personal Care Product 1415,Personal Care,92.57,190.2
SKU01416,Midan Frozen Product 1416,Frozen,96.46,197.39
SKU01417,Midan Household Product 1417,Household,114.1,193.52
SKU01418,Midan Baby Product 1418,Baby,122.87,263.22
SKU01419,Midan Fresh Product 1419,Fresh,10.03,21.02
SKU01420,Midan Pharmacy Product 1420,Pharmacy,26.91,44.91
SKU01421,Midan Beverages Product 1421,Beverages,23.92,62.14
SKU01422,Midan Dairy Product 1422,Dairy,46.03,107.63
SKU01423,Midan Snacks Product 1423,Snacks,51.92,129.22
SKU01424,Midan Grocery Product 1424,Grocery,69.85,134.81
SKU01425,Midan Personal Care Product 1425,Personal Care,93.37,163.45
SKU01426,Midan Frozen Product 1426,Frozen,91.59,162.5
SKU01427,Midan Household Product 1427,Household,107.68,190.96
SKU01428,Midan Baby Product 1428,Baby,117.64,257.93
SKU01429,Midan Fresh Product 1429,Fresh,104.78,225.61
SKU01430,Midan Pharmacy Product 1430,Pharmacy,12.55,26.01
SKU01431,Midan Beverages Product 1431,Beverages,26.88,59.02
SKU01432,Midan Dairy Product 1432,Dairy,41.34,91.18
SKU01433,Midan Snacks Product 1433,Snacks,54.4,105.22
SKU01434,Midan Grocery Product 1434,Grocery,59.16,117.5
SKU01435,Midan Personal Care Product 1435,Personal Care,83.78,142.51
SKU01436,Midan Frozen Product 1436,Frozen,68.46,143.64
SKU01437,Midan Household Product 1437,Household,101.81,179.14
SKU01438,Midan Baby Product 1438,Baby,114.66,191.23
SKU01439,Midan Fresh Product 1439,Fresh,100.89,244.99
SKU01440,Midan Pharmacy Product 1440,Pharmacy,13.49,27.61
SKU01441,Midan Beverages Product 1441,Beverages,18.52,32.78
SKU01442,Midan Dairy Product 1442,Dairy,30.48,78.08
SKU01443,Midan Snacks Product 1443,Snacks,45.12,97.93
SKU01444,Midan Grocery Product 1444,Grocery,61.7,117.19
SKU01445,Midan Personal Care Product 1445,Personal Care,75.68,140.79
SKU01446,Midan Frozen Product 1446,Frozen,75.3,154.83
SKU01447,Midan Household Product 1447,Household,92.25,186.44
SKU01448,Midan Baby Product 1448,Baby,94.92,199.92
SKU01449,Midan Fresh Product 1449,Fresh,123.34,225.42
SKU01450,Midan Pharmacy Product 1450,Pharmacy,110.56,234.32
SKU01451,Midan Beverages Product 1451,Beverages,8.11,16.43
SKU01452,Midan Dairy Product 1452,Dairy,22.95,41.27
SKU01453,Midan Snacks Product 1453,Snacks,48.71,86.06
SKU01454,Midan Grocery Product 1454,Grocery,40.35,80.11
SKU01455,Midan Personal Care Product 1455,Personal Care,46.13,110.23
SKU01456,Midan Frozen Product 1456,Frozen,70.76,138.22
SKU01457,Midan Household Product 1457,Household,83.66,153.96
SKU01458,Midan Baby Product 1458,Baby,83.98,183.82
SKU01459,Midan Fresh Product 1459,Fresh,110.18,230.22
SKU01460,Midan Pharmacy Product 1460,Pharmacy,127.45,231.55
SKU01461,Midan Beverages Product 1461,Beverages,144.16,261.04
SKU01462,Midan Dairy Product 1462,Dairy,20.76,45.14
SKU01463,Midan Snacks Product 1463,Snacks,33.04,61.14
SKU01464,Midan Grocery Product 1464,Grocery,38.24,76.53
SKU01465,Midan Personal Care Product 1465,Personal Care,47.11,87.4
SKU01466,Midan Frozen Product 1466,Frozen,53.88,127.2
SKU01467,Midan Household Product 1467,Household,70.94,145.25
SKU01468,Midan Baby Product 1468,Baby,81.64,168.22
SKU01469,Midan Fresh Product 1469,Fresh,119.26,206.78
SKU01470,Midan Pharmacy Product 1470,Pharmacy,106.31,253.41
SKU01471,Midan Beverages Product 1471,Beverages,106.97,278.77
SKU01472,Midan Dairy Product 1472,Dairy,6.21,11.8
SKU01473,Midan Snacks Product 1473,Snacks,30.87,62.18
SKU01474,Midan Grocery Product 1474,Grocery,32.29,56.53
SKU01475,Midan Personal Care Product 1475,Personal Care,48.51,108.13
SKU01476,Midan Frozen Product 1476,Frozen,50.29,112.34
SKU01477,Midan Household Product 1477,Household,80.24,140.13
SKU01478,Midan Baby Product 1478,Baby,76.87,160.66
SKU01479,Midan Fresh Product 1479,Fresh,78.12,213.12
SKU01480,Midan Pharmacy Product 1480,Pharmacy,93.93,218.7
SKU01481,Midan Beverages Product 1481,Beverages,124.41,247.38
SKU01482,Midan Dairy Product 1482,Dairy,105.03,257.89
SKU01483,Midan Snacks Product 1483,Snacks,12.65,27.55
SKU01484,Midan Grocery Product 1484,Grocery,25.16,40.69
SKU01485,Midan Personal Care Product 1485,Personal Care,36.39,67.58
SKU01486,Midan Frozen Product 1486,Frozen,49.51,94.53
SKU01487,Midan Household Product 1487,Household,49.19,121.38
SKU01488,Midan Baby Product 1488,Baby,92.44,167.41
SKU01489,Midan Fresh Product 1489,Fresh,82.53,170.15
SKU01490,Midan Pharmacy Product 1490,Pharmacy,86.74,189.7
SKU01491,Midan Beverages Product 1491,Beverages,124.79,249.12
SKU01492,Midan Dairy Product 1492,Dairy,119.84,230.39
SKU01493,Midan Snacks Product 1493,Snacks,11.88,23.1
SKU01494,Midan Grocery Product 1494,Grocery,26.44,53.63
SKU01495,Midan Personal Care Product 1495,Personal Care,31.89,56.12
SKU01496,Midan Frozen Product 1496,Frozen,37.63,86.67
SKU01497,Midan Household Product 1497,Household,58.19,119.21
SKU01498,Midan Baby Product 1498,Baby,57.2,125.08
SKU01499,Midan Fresh Product 1499,Fresh,68.94,148.57
SKU01500,Midan Pharmacy Product 1500,Pharmacy,86.4,163.72
SKU01501,Midan Beverages Product 1501,Beverages,80.21,216.63
SKU01502,Midan Dairy Product 1502,Dairy,104.97,251.04
SKU01503,Midan Snacks Product 1503,Snacks,126.82,249.02
SKU01504,Midan Grocery Product 1504,Grocery,14.94,31.11
SKU01505,Midan Personal Care Product 1505,Personal Care,25.75,58.47
SKU01506,Midan Frozen Product 1506,Frozen,32.32,58.08
SKU01507,Midan Household Product 1507,Household,46.21,119.8
SKU01508,Midan Baby Product 1508,Baby,55.6,102.24
SKU01509,Midan Fresh Product 1509,Fresh,80.49,154.33
SKU01510,Midan Pharmacy Product 1510,Pharmacy,88.57,158.73
SKU01511,Midan Beverages Product 1511,Beverages,95.36,166.86
SKU01512,Midan Dairy Product 1512,Dairy,99.63,226.88
SKU01513,Midan Snacks Product 1513,Snacks,103.9,269.88
SKU01514,Midan Grocery Product 1514,Grocery,124.28,279.79
SKU01515,Midan Personal Care Product 1515,Personal Care,17.35,39.4
SKU01516,Midan Frozen Product 1516,Frozen,32.07,62.7
SKU01517,Midan Household Product 1517,Household,33.73,83.22
SKU01518,Midan Baby Product 1518,Baby,51.06,129.2
SKU01519,Midan Fresh Product 1519,Fresh,57.95,134.21
SKU01520,Midan Pharmacy Product 1520,Pharmacy,75.61,135.81
SKU01521,Midan Beverages Product 1521,Beverages,87.77,165.77
SKU01522,Midan Dairy Product 1522,Dairy,95.34,203.5
SKU01523,Midan Snacks Product 1523,Snacks,126.74,208.98
SKU01524,Midan Grocery Product 1524,Grocery,112.8,229.15
SKU01525,Midan Personal Care Product 1525,Personal Care,9.48,16.34
SKU01526,Midan Frozen Product 1526,Frozen,20.57,51.12
SKU01527,Midan Household Product 1527,Household,31.45,72.39
SKU01528,Midan Baby Product 1528,Baby,49.19,96.4
SKU01529,Midan Fresh Product 1529,Fresh,52.89,129.15
SKU01530,Midan Pharmacy Product 1530,Pharmacy,68.46,172.81
SKU01531,Midan Beverages Product 1531,Beverages,76.93,173.78
SKU01532,Midan Dairy Product 1532,Dairy,101.45,202.52
SKU01533,Midan Snacks Product 1533,Snacks,102.12,212.87
SKU01534,Midan Grocery Product 1534,Grocery,124.3,197.74
SKU01535,Midan Personal Care Product 1535,Personal Care,138.5,250.57
SKU01536,Midan Frozen Product 1536,Frozen,18.35,41.22
SKU01537,Midan Household Product 1537,Household,20.16,47.34
SKU01538,Midan Baby Product 1538,Baby,33.48,73.64
SKU01539,Midan Fresh Product 1539,Fresh,52.78,87.0
SKU01540,Midan Pharmacy Product 1540,Pharmacy,70.02,133.55
SKU01541,Midan Beverages Product 1541,Beverages,84.57,143.64
SKU01542,Midan Dairy Product 1542,Dairy,95.31,187.4
SKU01543,Midan Snacks Product 1543,Snacks,105.2,197.74
SKU01544,Midan Grocery Product 1544,Grocery,113.73,201.45
SKU01545,Midan Personal Care Product 1545,Personal Care,123.73,222.64
SKU01546,Midan Frozen Product 1546,Frozen,14.43,33.53
SKU01547,Midan Household Product 1547,Household,24.33,57.43
SKU01548,Midan Baby Product 1548,Baby,28.76,76.39
SKU01549,Midan Fresh Product 1549,Fresh,40.09,77.27
SKU01550,Midan Pharmacy Product 1550,Pharmacy,49.56,115.83
SKU01551,Midan Beverages Product 1551,Beverages,53.59,138.42
SKU01552,Midan Dairy Product 1552,Dairy,75.6,162.23
SKU01553,Midan Snacks Product 1553,Snacks,81.2,173.89
SKU01554,Midan Grocery Product 1554,Grocery,87.0,181.45
SKU01555,Midan Personal Care Product 1555,Personal Care,95.67,226.28
SKU01556,Midan Frozen Product 1556,Frozen,118.25,260.56
SKU01557,Midan Household Product 1557,Household,9.07,21.65
SKU01558,Midan Baby Product 1558,Baby,27.83,49.8
SKU01559,Midan Fresh Product 1559,Fresh,42.66,75.4
SKU01560,Midan Pharmacy Product 1560,Pharmacy,47.68,85.04
SKU01561,Midan Beverages Product 1561,Beverages,56.76,142.11
SKU01562,Midan Dairy Product 1562,Dairy,67.09,138.27
SKU01563,Midan Snacks Product 1563,Snacks,70.49,164.03
SKU01564,Midan Grocery Product 1564,Grocery,104.97,234.66
SKU01565,Midan Personal Care Product 1565,Personal Care,92.11,188.87
SKU01566,Midan Frozen Product 1566,Frozen,108.67,240.41
SKU01567,Midan Household Product 1567,Household,147.85,242.06
SKU01568,Midan Baby Product 1568,Baby,16.2,32.12
SKU01569,Midan Fresh Product 1569,Fresh,40.17,64.44
SKU01570,Midan Pharmacy Product 1570,Pharmacy,39.07,91.4
SKU01571,Midan Beverages Product 1571,Beverages,42.73,98.53
SKU01572,Midan Dairy Product 1572,Dairy,61.73,117.47
SKU01573,Midan Snacks Product 1573,Snacks,82.31,141.3
SKU01574,Midan Grocery Product 1574,Grocery,75.36,189.79
SKU01575,Midan Personal Care Product 1575,Personal Care,85.27,189.27
SKU01576,Midan Frozen Product 1576,Frozen,118.27,227.75
SKU01577,Midan Household Product 1577,Household,121.95,205.93
SKU01578,Midan Baby Product 1578,Baby,10.88,26.57
SKU01579,Midan Fresh Product 1579,Fresh,30.1,47.72
SKU01580,Midan Pharmacy Product 1580,Pharmacy,42.91,77.64
SKU01581,Midan Beverages Product 1581,Beverages,53.15,83.49
SKU01582,Midan Dairy Product 1582,Dairy,63.18,116.07
SKU01583,Midan Snacks Product 1583,Snacks,65.67,133.23
SKU01584,Midan Grocery Product 1584,Grocery,72.44,165.97
SKU01585,Midan Personal Care Product 1585,Personal Care,87.48,185.03
SKU01586,Midan Frozen Product 1586,Frozen,93.92,195.4
SKU01587,Midan Household Product 1587,Household,106.06,270.61
SKU01588,Midan Baby Product 1588,Baby,140.0,268.24
SKU01589,Midan Fresh Product 1589,Fresh,26.09,51.22
SKU01590,Midan Pharmacy Product 1590,Pharmacy,23.44,44.4
SKU01591,Midan Beverages Product 1591,Beverages,40.87,76.89
SKU01592,Midan Dairy Product 1592,Dairy,44.5,107.11
SKU01593,Midan Snacks Product 1593,Snacks,67.48,122.94
SKU01594,Midan Grocery Product 1594,Grocery,62.5,164.39
SKU01595,Midan Personal Care Product 1595,Personal Care,85.84,189.41
SKU01596,Midan Frozen Product 1596,Frozen,81.54,193.44
SKU01597,Midan Household Product 1597,Household,126.48,218.74
SKU01598,Midan Baby Product 1598,Baby,123.43,226.45
SKU01599,Midan Fresh Product 1599,Fresh,20.84,33.2
SKU01600,Midan Pharmacy Product 1600,Pharmacy,32.46,55.35
SKU01601,Midan Beverages Product 1601,Beverages,40.06,63.82
SKU01602,Midan Dairy Product 1602,Dairy,48.41,93.24
SKU01603,Midan Snacks Product 1603,Snacks,67.95,120.4
SKU01604,Midan Grocery Product 1604,Grocery,65.34,152.9
SKU01605,Midan Personal Care Product 1605,Personal Care,97.02,162.57
SKU01606,Midan Frozen Product 1606,Frozen,81.35,176.74
SKU01607,Midan Household Product 1607,Household,109.31,202.36
SKU01608,Midan Baby Product 1608,Baby,103.34,216.9
SKU01609,Midan Fresh Product 1609,Fresh,120.67,273.65
SKU01610,Midan Pharmacy Product 1610,Pharmacy,15.66,33.03
SKU01611,Midan Beverages Product 1611,Beverages,28.77,67.65
SKU01612,Midan Dairy Product 1612,Dairy,33.64,72.37
SKU01613,Midan Snacks Product 1613,Snacks,47.64,77.82
SKU01614,Midan Grocery Product 1614,Grocery,56.37,127.14
SKU01615,Midan Personal Care Product 1615,Personal Care,86.02,143.04
SKU01616,Midan Frozen Product 1616,Frozen,104.5,201.92
SKU01617,Midan Household Product 1617,Household,89.21,192.68
SKU01618,Midan Baby Product 1618,Baby,99.64,185.23
SKU01619,Midan Fresh Product 1619,Fresh,115.84,235.45
SKU01620,Midan Pharmacy Product 1620,Pharmacy,11.7,22.72
SKU01621,Midan Beverages Product 1621,Beverages,23.67,46.34
SKU01622,Midan Dairy Product 1622,Dairy,31.65,71.94
SKU01623,Midan Snacks Product 1623,Snacks,43.51,76.62
SKU01624,Midan Grocery Product 1624,Grocery,57.46,110.78
SKU01625,Midan Personal Care Product 1625,Personal Care,69.03,119.01
SKU01626,Midan Frozen Product 1626,Frozen,71.74,144.55
SKU01627,Midan Household Product 1627,Household,91.56,186.48
SKU01628,Midan Baby Product 1628,Baby,85.65,208.79
SKU01629,Midan Fresh Product 1629,Fresh,118.42,215.32
SKU01630,Midan Pharmacy Product 1630,Pharmacy,108.55,276.67
SKU01631,Midan Beverages Product 1631,Beverages,21.13,36.61
SKU01632,Midan Dairy Product 1632,Dairy,23.71,45.2
SKU01633,Midan Snacks Product 1633,Snacks,40.56,71.28
SKU01634,Midan Grocery Product 1634,Grocery,43.19,102.08
SKU01635,Midan Personal Care Product 1635,Personal Care,71.22,140.44
SKU01636,Midan Frozen Product 1636,Frozen,56.74,132.57
SKU01637,Midan Household Product 1637,Household,80.63,159.0
SKU01638,Midan Baby Product 1638,Baby,97.36,223.31
SKU01639,Midan Fresh Product 1639,Fresh,98.54,226.33
SKU01640,Midan Pharmacy Product 1640,Pharmacy,123.94,259.53
SKU01641,Midan Beverages Product 1641,Beverages,137.97,229.3
SKU01642,Midan Dairy Product 1642,Dairy,20.84,41.74
SKU01643,Midan Snacks Product 1643,Snacks,32.87,71.11
SKU01644,Midan Grocery Product 1644,Grocery,31.54,68.21
SKU01645,Midan Personal Care Product 1645,Personal Care,49.54,109.93
SKU01646,Midan Frozen Product 1646,Frozen,69.6,121.89
SKU01647,Midan Household Product 1647,Household,72.96,168.65
SKU01648,Midan Baby Product 1648,Baby,83.45,156.63
SKU01649,Midan Fresh Product 1649,Fresh,90.34,205.99
SKU01650,Midan Pharmacy Product 1650,Pharmacy,112.86,247.16
SKU01651,Midan Beverages Product 1651,Beverages,100.45,244.51
SKU01652,Midan Dairy Product 1652,Dairy,6.52,12.46
SKU01653,Midan Snacks Product 1653,Snacks,25.83,63.5
SKU01654,Midan Grocery Product 1654,Grocery,27.76,53.55
SKU01655,Midan Personal Care Product 1655,Personal Care,50.02,104.01
SKU01656,Midan Frozen Product 1656,Frozen,64.26,109.49
SKU01657,Midan Household Product 1657,Household,69.76,155.68
SKU01658,Midan Baby Product 1658,Baby,69.22,147.25
SKU01659,Midan Fresh Product 1659,Fresh,76.11,180.08
SKU01660,Midan Pharmacy Product 1660,Pharmacy,95.7,190.63
SKU01661,Midan Beverages Product 1661,Beverages,107.23,240.48
SKU01662,Midan Dairy Product 1662,Dairy,133.84,265.1
SKU01663,Midan Snacks Product 1663,Snacks,12.34,24.28
SKU01664,Midan Grocery Product 1664,Grocery,34.21,74.24
SKU01665,Midan Personal Care Product 1665,Personal Care,52.58,87.05
SKU01666,Midan Frozen Product 1666,Frozen,48.69,107.45
SKU01667,Midan Household Product 1667,Household,64.97,126.36
SKU01668,Midan Baby Product 1668,Baby,74.49,157.28
SKU01669,Midan Fresh Product 1669,Fresh,75.02,178.29
SKU01670,Midan Pharmacy Product 1670,Pharmacy,114.87,174.93
SKU01671,Midan Beverages Product 1671,Beverages,105.11,185.36
SKU01672,Midan Dairy Product 1672,Dairy,135.74,286.62
SKU01673,Midan Snacks Product 1673,Snacks,8.32,18.42
SKU01674,Midan Grocery Product 1674,Grocery,19.2,43.59
SKU01675,Midan Personal Care Product 1675,Personal Care,32.66,57.75
SKU01676,Midan Frozen Product 1676,Frozen,41.3,78.18
SKU01677,Midan Household Product 1677,Household,54.5,125.57
SKU01678,Midan Baby Product 1678,Baby,56.96,127.39
SKU01679,Midan Fresh Product 1679,Fresh,71.32,162.33
SKU01680,Midan Pharmacy Product 1680,Pharmacy,104.37,201.94
SKU01681,Midan Beverages Product 1681,Beverages,104.58,227.46
SKU01682,Midan Dairy Product 1682,Dairy,105.81,248.06
SKU01683,Midan Snacks Product 1683,Snacks,132.11,272.9
SKU01684,Midan Grocery Product 1684,Grocery,12.89,23.33
SKU01685,Midan Personal Care Product 1685,Personal Care,23.75,56.94
SKU01686,Midan Frozen Product 1686,Frozen,46.76,81.26
SKU01687,Midan Household Product 1687,Household,50.63,98.17
SKU01688,Midan Baby Product 1688,Baby,69.18,148.68
SKU01689,Midan Fresh Product 1689,Fresh,69.35,151.81
SKU01690,Midan Pharmacy Product 1690,Pharmacy,94.9,189.18
SKU01691,Midan Beverages Product 1691,Beverages,76.51,183.03
SKU01692,Midan Dairy Product 1692,Dairy,95.5,212.78
SKU01693,Midan Snacks Product 1693,Snacks,110.35,237.71
SKU01694,Midan Grocery Product 1694,Grocery,134.59,270.42
SKU01695,Midan Personal Care Product 1695,Personal Care,24.3,44.32
SKU01696,Midan Frozen Product 1696,Frozen,30.36,57.08
SKU01697,Midan Household Product 1697,Household,51.35,98.18
SKU01698,Midan Baby Product 1698,Baby,49.85,128.48
SKU01699,Midan Fresh Product 1699,Fresh,79.21,147.96
SKU01700,Midan Pharmacy Product 1700,Pharmacy,76.43,143.97
SKU01701,Midan Beverages Product 1701,Beverages,90.65,159.82
SKU01702,Midan Dairy Product 1702,Dairy,110.91,219.29
SKU01703,Midan Snacks Product 1703,Snacks,103.04,187.63
SKU01704,Midan Grocery Product 1704,Grocery,127.97,236.33
SKU01705,Midan Personal Care Product 1705,Personal Care,12.78,31.03
SKU01706,Midan Frozen Product 1706,Frozen,19.27,41.57
SKU01707,Midan Household Product 1707,Household,32.17,60.42
SKU01708,Midan Baby Product 1708,Baby,38.61,74.68
SKU01709,Midan Fresh Product 1709,Fresh,59.78,112.4
SKU01710,Midan Pharmacy Product 1710,Pharmacy,62.95,124.48
SKU01711,Midan Beverages Product 1711,Beverages,76.95,158.94
SKU01712,Midan Dairy Product 1712,Dairy,89.44,168.94
SKU01713,Midan Snacks Product 1713,Snacks,89.23,208.37
SKU01714,Midan Grocery Product 1714,Grocery,100.81,210.6
SKU01715,Midan Personal Care Product 1715,Personal Care,110.86,262.65
SKU01716,Midan Frozen Product 1716,Frozen,20.68,40.08
SKU01717,Midan Household Product 1717,Household,28.19,67.2
SKU01718,Midan Baby Product 1718,Baby,45.26,88.51
SKU01719,Midan Fresh Product 1719,Fresh,62.59,116.93
SKU01720,Midan Pharmacy Product 1720,Pharmacy,63.85,131.72
SKU01721,Midan Beverages Product 1721,Beverages,72.27,158.19
SKU01722,Midan Dairy Product 1722,Dairy,86.86,167.33
SKU01723,Midan Snacks Product 1723,Snacks,104.34,196.43
SKU01724,Midan Grocery Product 1724,Grocery,109.0,244.98
SKU01725,Midan Personal Care Product 1725,Personal Care,133.34,274.63
SKU01726,Midan Frozen Product 1726,Frozen,8.39,20.43
SKU01727,Midan Household Product 1727,Household,19.7,37.33
SKU01728,Midan Baby Product 1728,Baby,38.14,67.93
SKU01729,Midan Fresh Product 1729,Fresh,43.59,87.1
SKU01730,Midan Pharmacy Product 1730,Pharmacy,56.31,118.62
SKU01731,Midan Beverages Product 1731,Beverages,65.28,135.5
SKU01732,Midan Dairy Product 1732,Dairy,81.41,185.49
SKU01733,Midan Snacks Product 1733,Snacks,83.37,196.52
SKU01734,Midan Grocery Product 1734,Grocery,112.35,206.29
SKU01735,Midan Personal Care Product 1735,Personal Care,118.0,221.47
SKU01736,Midan Frozen Product 1736,Frozen,107.48,288.5
SKU01737,Midan Household Product 1737,Household,16.2,34.25
SKU01738,Midan Baby Product 1738,Baby,26.61,58.27
SKU01739,Midan Fresh Product 1739,Fresh,38.89,60.91
SKU01740,Midan Pharmacy Product 1740,Pharmacy,48.78,96.97
SKU01741,Midan Beverages Product 1741,Beverages,58.79,126.16
SKU01742,Midan Dairy Product 1742,Dairy,73.65,150.54
SKU01743,Midan Snacks Product 1743,Snacks,92.66,157.03
SKU01744,Midan Grocery Product 1744,Grocery,78.84,185.74
SKU01745,Midan Personal Care Product 1745,Personal Care,107.08,196.38
